order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000001945,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000001939,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001927,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001942,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001583,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001585,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001592,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001565,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000001547,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001569,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001558,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001554,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001966,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001962,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001954,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001947,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001952,0,Low,,Auto process,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=9
O000001951,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000001579,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001597,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001965,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001958,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001971,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001955,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001956,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001976,0,Low,,Auto process,discount_pct=0.06; payment_failures=0; device_reuse=1; total_qty=4
O000001972,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001959,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=6
O000001974,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001968,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001961,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001973,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001975,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001957,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001969,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001587,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001548,0,Low,,Auto process,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=5
O000001555,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001557,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001563,0,Low,,Auto process,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=6
O000001546,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001543,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001550,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001567,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001551,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001553,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=5
O000001986,0,Low,,Auto process,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=5
O000001980,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001978,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001991,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001999,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001982,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001985,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001990,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002000,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001981,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001989,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001998,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001995,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000001530,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000001518,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001541,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001525,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000001529,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001516,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000001517,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001544,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001561,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001533,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002014,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002003,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002021,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002026,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002031,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000002008,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=10
O000002015,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=3
O000002027,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002005,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000002012,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000002028,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000002029,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002006,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002009,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002023,0,Low,,Auto process,discount_pct=0.16; payment_failures=0; device_reuse=1; total_qty=6
O000002043,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002040,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002035,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=3
O000002053,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=8
O000002034,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002036,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002020,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002002,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000002011,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002017,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001520,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001540,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001524,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001532,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001537,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000001522,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001479,0,Low,,Auto process,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=8
O000001504,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=2
O000001500,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001497,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002056,0,Low,,Auto process,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=5
O000002038,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002042,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002033,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002046,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002041,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002044,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000002059,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002047,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=3
O000002054,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002049,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002048,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002069,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002084,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002062,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=8
O000002063,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002083,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002085,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=3
O000002037,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002032,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002039,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001514,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001498,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001488,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001509,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001484,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001494,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000001506,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001505,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001510,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001486,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=6
O000001483,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001493,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000001499,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001496,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=8
O000001480,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002068,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002072,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002070,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002074,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002079,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002082,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002087,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002071,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000001473,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000002097,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=2
O000002100,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002105,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002099,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002102,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002091,0,Low,,Auto process,discount_pct=0.05; payment_failures=0; device_reuse=1; total_qty=7
O000002106,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002107,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002092,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001512,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001502,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=8
O000001501,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001508,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001511,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=3
O000001489,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002117,0,Low,,Auto process,discount_pct=0.11; payment_failures=0; device_reuse=1; total_qty=2
O000002118,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=0; total_qty=5
O000002121,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002114,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002119,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002110,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002109,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002112,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002122,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002088,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
